GOSlim GOA Accession(s)	GOSlim GOA Description	counts_up	counts_all	up_ratio	all_ratio	fold_enrichment
GO:0000228	nuclear chromosome	1.0	247	0.0005790387955993051	0.0012736685780289593	0.45462281600397586
GO:0006457	protein folding	20.0	240	0.011580775911986103	0.0012375727073965594	9.357652962748505
GO:0006486	protein glycosylation	2.0	240	0.0011580775911986102	0.0012375727073965594	0.9357652962748504
GO:0007163	establishment or maintenance of cell polarity	3.0	238	0.0017371163867979154	0.0012272596015015882	1.4154433052896898
GO:0006399	tRNA metabolic process	0.0	237	0.0	0.0012221030485541026	0.0
GO:0016829	lyase activity	2.0	220	0.0011580775911986102	0.0011344416484468463	1.0208348686634732
GO:0032200	telomere organization	3.0	213	0.0017371163867979154	0.0010983457778144467	1.5815751486335499
GO:0140013	meiotic nuclear division	3.0	211	0.0017371163867979154	0.0010880326719194752	1.596566382269887
GO:0016874	ligase activity	0.0	198	0.0	0.0010209974836021616	0.0
GO:0045182	translation regulator activity	1.0	195	0.0005790387955993051	0.0010055278247597045	0.5758555669383695
GO:0000910	cytokinesis	0.0	195	0.0	0.0010055278247597045	0.0
GO:0006575	cellular modified amino acid metabolic process	0.0	185	0.0	0.0009539622952848479	0.0
GO:0016853	isomerase activity	3.0	183	0.0017371163867979154	0.0009436491893898767	1.84084976316364
GO:0002181	cytoplasmic translation	0.0	179	0.0	0.000923022977599934	0.0
GO:0140053	mitochondrial gene expression	1.0	174	0.0005790387955993051	0.0008972402128625057	0.6453553767412761
GO:0005777	peroxisome	1.0	154	0.0005790387955993051	0.0007941091539127923	0.7291677633310523
GO:0098754	detoxification	2.0	137	0.0011580775911986102	0.000706447753805536	1.6392968693865992
GO:0003774	cytoskeletal motor activity	0.0	128	0.0	0.0006600387772781651	0.0
GO:0003014	renal system process	3.0	127	0.0017371163867979154	0.0006548822243306794	2.6525630445586312
GO:0006766	vitamin metabolic process	2.0	118	0.0011580775911986102	0.0006084732478033085	1.903251450050543
GO:0005811	lipid droplet	0.0	109	0.0	0.0005620642712759375	0.0
GO:0007040	lysosome organization	0.0	108	0.0	0.0005569077183284518	0.0
GO:0022600	digestive system process	1.0	104	0.0005790387955993051	0.0005362815065385092	1.0797291880094426
GO:0140104	molecular carrier activity	4.0	101	0.0023161551823972205	0.0005208118476960522	4.447201408038892
GO:0038024	cargo receptor activity	0.0	98	0.0	0.0005053421888535952	0.0
GO:0050886	endocrine process	1.0	96	0.0005790387955993051	0.0004950290829586238	1.1697066203435629
GO:0001618	virus receptor activity	5.0	94	0.0028951939779965257	0.0004847159770636525	5.972969976222449
GO:0016209	antioxidant activity	2.0	93	0.0011580775911986102	0.00047955942411616684	2.4148781839350977
GO:0044183	protein folding chaperone	11.0	75	0.006369426751592357	0.00038674147106142486	16.469469214437368
GO:0098631	cell adhesion mediator activity	0.0	72	0.0	0.00037127181221896787	0.0
GO:0140223	general transcription initiation factor activity	0.0	61	0.0	0.00031454972979662554	0.0
GO:0016073	snRNA metabolic process	1.0	59	0.0005790387955993051	0.00030423662390165424	1.903251450050543
GO:0140299	small molecule sensor activity	0.0	50	0.0	0.0002578276473742832	0.0
GO:0003016	respiratory system process	0.0	41	0.0	0.00021141867084691226	0.0
GO:0007031	peroxisome organization	0.0	40	0.0	0.0002062621178994266	0.0
GO:0140313	molecular sequestering activity	0.0	38	0.0	0.00019594901200445527	0.0
GO:0009975	cyclase activity	1.0	23	0.0005790387955993051	0.00011860071779217029	4.882253719694871
GO:0071941	nitrogen cycle metabolic process	0.0	13	0.0	6.703518831731364e-05	0.0
GO:0031386	protein tag	2.0	13	0.0011580775911986102	6.703518831731364e-05	17.275667008151082
GO:0120274	virus coreceptor activity	0.0	1	0.0	5.1565529474856645e-06	0.0
GO:0007568	aging	0.0	1	0.0	5.1565529474856645e-06	0.0
GO:0071554	cell wall organization or biogenesis	0.0	1	0.0	5.1565529474856645e-06	0.0
