GeneName,up5,dn5,unchange5,all,HN5
OR6B3,45,0,277,322,45
ZC3H12A,47,2,273,322,45
TMEM100,49,4,269,322,45
TENT5C,46,1,275,322,45
H3-4,53,8,261,322,45
STPG4,61,16,245,322,45
DCLRE1B,49,4,269,322,45
FOXD4L4,49,4,269,322,45
S100A14,53,8,261,322,45
PROX1,47,2,273,322,45
RNF225,57,12,253,322,45
ARL14EPL,44,0,278,322,44
RAB39A,45,1,276,322,44
NR4A1,48,4,270,322,44
SCN7A,47,3,272,322,44
SEMA4D,47,3,272,322,44
LYPD4,48,4,270,322,44
C8G,59,15,248,322,44
CRYBA4,52,8,262,322,44
ARHGEF33,50,6,266,322,44
APOE,47,3,272,322,44
DAZL,46,2,274,322,44
ARHGAP30,46,2,274,322,44
GJD4,44,0,278,322,44
FOXD4L1,44,0,278,322,44
ARL9,45,2,275,322,43
LCT,43,0,279,322,43
FRG2C,47,4,271,322,43
MASP2,55,12,255,322,43
ANKRD65,50,7,265,322,43
TTYH2,44,1,277,322,43
NCF1,57,14,251,322,43
TBX3,45,2,275,322,43
C17orf98,68,25,229,322,43
BEST2,50,7,265,322,43
DUSP2,48,5,269,322,43
LSMEM2,54,11,257,322,43
KCTD11,43,1,278,322,42
KCNQ2,48,6,268,322,42
CHRNA5,44,2,276,322,42
TMIE,45,3,274,322,42
NDUFC2-KCTD14,60,18,244,322,42
RAB40AL,47,5,270,322,42
SLC45A2,46,4,272,322,42
WHRN,43,1,278,322,42
H2BC1,45,3,274,322,42
PPP1R27,52,10,260,322,42
GAGE12F,60,18,244,322,42
FAM71E2,42,0,280,322,42
BAMBI,45,3,274,322,42
DNAJC24,45,3,274,322,42
PHKG1,45,3,274,322,42
LY6G6E,58,16,248,322,42
BDKRB1,47,5,270,322,42
RFPL4A,47,6,269,322,41
FAM209B,55,14,253,322,41
TMEM262,54,13,255,322,41
DHRS2,47,6,269,322,41
PTGER1,48,7,267,322,41
MYRFL,41,0,281,322,41
SLCO2B1,50,9,263,322,41
RFPL4AL1,45,4,273,322,41
GPBAR1,46,5,271,322,41
AKR7L,49,8,265,322,41
ID2,41,0,281,322,41
MEX3B,41,0,281,322,41
NUDT17,46,5,271,322,41
CPED1,42,1,279,322,41
CD79A,44,4,274,322,40
OTOR,41,1,280,322,40
COL2A1,42,2,278,322,40
SMIM24,51,11,260,322,40
RRH,40,0,282,322,40
PCK1,41,1,280,322,40
JSRP1,49,9,264,322,40
STPG3,44,4,274,322,40
C11orf52,49,9,264,322,40
GABRE,42,2,278,322,40
BCL2L10,45,5,272,322,40
C11orf91,64,24,234,322,40
MRC1,40,0,282,322,40
MOB4,41,1,280,322,40
LYG1,48,8,266,322,40
CA3,46,6,270,322,40
H2AC1,47,7,268,322,40
DLX2,42,2,278,322,40
TIGD3,41,1,280,322,40
RNF148,42,3,277,322,39
HSPE1,44,5,273,322,39
SPDYE21,45,6,271,322,39
SLC35G5,41,2,279,322,39
CMYA5,40,1,281,322,39
H4C7,53,14,255,322,39
SCYGR2,53,14,255,322,39
TCTE1,42,3,277,322,39
PRR20A,40,1,281,322,39
TCAP,50,11,261,322,39
MUC12,45,6,271,322,39
FHL5,39,0,283,322,39
CARD9,41,2,279,322,39
CPEB4,44,5,273,322,39
MMP23B,46,7,269,322,39
ZNF80,39,1,282,322,38
SNAI1,45,7,270,322,38
CITED1,54,16,252,322,38
BMT2,38,0,284,322,38
IQCA1L,40,2,280,322,38
PILRA,43,5,274,322,38
AP4B1,41,3,278,322,38
ACSBG1,42,4,276,322,38
CGB2,52,14,256,322,38
RBFOX3,49,11,262,322,38
SLC17A8,38,0,284,322,38
ZFP91-CNTF,57,19,246,322,38
GDF9,39,2,281,322,37
FBXO15,45,8,269,322,37
DHH,39,2,281,322,37
ATF7IP2,40,3,279,322,37
CCNO,41,4,277,322,37
VSIG2,42,5,275,322,37
TMED6,47,10,265,322,37
SRRM5,37,0,285,322,37
PDZK1,38,1,283,322,37
TMEM238,52,15,255,322,37
IFI27,53,16,253,322,37
C20orf204,43,6,273,322,37
MYOCOS,41,4,277,322,37
FOXD4L5,38,1,283,322,37
PABPC4L,37,0,285,322,37
LCN12,52,15,255,322,37
TLR9,44,7,271,322,37
USP50,49,12,261,322,37
CD300H,48,11,263,322,37
H2AC8,53,17,252,322,36
OTUD1,37,1,284,322,36
SLC7A9,37,1,284,322,36
MBNL2,36,0,286,322,36
PLVAP,42,6,274,322,36
GNLY,40,4,278,322,36
PDE2A,51,15,256,322,36
CORT,59,23,240,322,36
ADGRF3,37,1,284,322,36
LMAN1L,45,9,268,322,36
DIRAS1,41,5,276,322,36
SCUBE2,44,8,270,322,36
COLEC11,45,9,268,322,36
SLC6A12,38,2,282,322,36
PTHLH,41,5,276,322,36
SOCS1,44,9,269,322,35
RAB4B-EGLN2,49,14,259,322,35
C10orf99,38,3,281,322,35
CBFA2T3,40,5,277,322,35
RGS16,38,3,281,322,35
TCEAL9,37,2,283,322,35
SORBS1,38,3,281,322,35
SHISA2,37,2,283,322,35
CPLX4,37,2,283,322,35
GADD45B,38,3,281,322,35
DNMT3L,39,4,279,322,35
TMEM240,38,3,281,322,35
C1orf189,53,18,251,322,35
EIF3CL,59,24,239,322,35
LYPD5,38,3,281,322,35
GPR89B,40,5,277,322,35
WDR88,40,6,276,322,34
PDE6G,51,17,254,322,34
MMP10,38,4,280,322,34
FGF18,37,3,282,322,34
TRIM15,39,5,278,322,34
CDKN1C,37,3,282,322,34
GRIP1,56,22,244,322,34
DPYS,39,5,278,322,34
AKAP14,48,14,260,322,34
GGN,44,10,268,322,34
FAM167B,43,9,270,322,34
SYNE4,45,11,266,322,34
ATP2B3,36,2,284,322,34
IL17F,40,6,276,322,34
NBL1,35,1,286,322,34
SLC8A2,34,0,288,322,34
CGAS,35,1,286,322,34
TMEM210,47,13,262,322,34
TSHZ1,39,5,278,322,34
DNAJB6,36,2,284,322,34
IQCF1,38,4,280,322,34
ABTB2,37,3,282,322,34
ISL1,37,3,282,322,34
WFDC2,46,12,264,322,34
MYCL,34,1,287,322,33
ACHE,37,4,281,322,33
CFAP61,47,14,261,322,33
HSPA5,36,3,283,322,33
HOXD1,34,1,287,322,33
SOX2,34,1,287,322,33
MXD1,34,1,287,322,33
GATA5,40,7,275,322,33
GCNA,34,1,287,322,33
FES,39,6,277,322,33
TG,40,7,275,322,33
CETP,35,2,285,322,33
NRARP,33,0,289,322,33
CHAC1,54,21,247,322,33
OOSP4B,36,3,283,322,33
KCNJ2,38,5,279,322,33
CYP2C18,34,1,287,322,33
CATSPER4,33,0,289,322,33
GFPT2,34,1,287,322,33
SRRM3,34,1,287,322,33
MRLN,60,27,235,322,33
TNFRSF4,41,8,273,322,33
IRF8,35,2,285,322,33
TNFRSF18,37,4,281,322,33
EFEMP1,43,10,269,322,33
C20orf144,52,19,251,322,33
VSTM1,42,9,271,322,33
GUCA1B,34,1,287,322,33
CLDN24,42,9,271,322,33
HES1,43,10,269,322,33
ZNF177,43,11,268,322,32
KCNK7,43,11,268,322,32
TMEM119,39,7,276,322,32
FAM222A,36,4,282,322,32
BST2,36,4,282,322,32
SIX1,39,7,276,322,32
PPIAL4G,58,26,238,322,32
S100P,48,16,258,322,32
C9orf153,40,8,274,322,32
IFNA5,35,3,284,322,32
CDKN2C,35,3,284,322,32
TNN,32,0,290,322,32
CSPG5,35,3,284,322,32
CASP12,32,0,290,322,32
NEU4,40,8,274,322,32
ZFP36,39,7,276,322,32
FTCD,41,10,271,322,31
PTGER3,31,0,291,322,31
PRLR,33,2,287,322,31
ASTL,34,3,285,322,31
TRIB1,32,1,289,322,31
PLA2G10,47,16,259,322,31
TNFSF14,36,5,281,322,31
PIP5KL1,33,2,287,322,31
RFPL3,35,4,283,322,31
H3C8,33,2,287,322,31
ELAVL3,32,1,289,322,31
C9orf24,40,9,273,322,31
EPGN,38,7,277,322,31
PPP1R32,34,3,285,322,31
IL5,54,23,245,322,31
DBP,33,2,287,322,31
ITK,42,11,269,322,31
CPEB3,31,0,291,322,31
PLCD4,36,5,281,322,31
ACR,38,7,277,322,31
CXCR4,33,2,287,322,31
NRN1L,42,11,269,322,31
CYP21A2,37,6,279,322,31
SCT,55,24,243,322,31
CASP5,43,13,266,322,30
BTN3A3,38,8,276,322,30
TEX29,45,15,262,322,30
AQP3,32,2,288,322,30
FOXD3,31,1,290,322,30
TNNC2,51,21,250,322,30
LBH,38,8,276,322,30
C7orf25,32,2,288,322,30
CRACR2B,39,9,274,322,30
PTGDS,43,13,266,322,30
TEX13B,30,0,292,322,30
C17orf99,38,8,276,322,30
OVGP1,34,4,284,322,30
RNF133,30,0,292,322,30
CCDC13,33,3,286,322,30
VPREB3,53,23,246,322,30
TMED7-TICAM2,33,3,286,322,30
C10orf62,31,1,290,322,30
TNFAIP3,35,5,282,322,30
CFAP44,39,9,274,322,30
DIRAS2,38,8,276,322,30
LRRC4,39,9,274,322,30
ADAM20,31,1,290,322,30
STIP1,34,4,284,322,30
TMEM37,41,11,270,322,30
ARL14,36,6,280,322,30
HMOX1,33,3,286,322,30
NPIPB11,36,7,279,322,29
TRIM26,29,0,293,322,29
LRRC70,35,6,281,322,29
TMEM163,39,10,273,322,29
CERS1,32,3,287,322,29
GPBP1,29,0,293,322,29
CCDC168,29,0,293,322,29
MMD2,29,0,293,322,29
ATP6V1G2,39,10,273,322,29
ZNF559-ZNF177,43,14,265,322,29
SHISA4,30,1,291,322,29
MYO1A,38,9,275,322,29
HERPUD1,35,6,281,322,29
YIPF7,44,15,263,322,29
TAS2R3,32,3,287,322,29
HGD,36,7,279,322,29
EMX1,36,7,279,322,29
C19orf67,32,3,287,322,29
CD7,33,4,285,322,29
DOK2,31,2,289,322,29
RFTN2,34,5,283,322,29
LGALS7,36,7,279,322,29
ADIG,48,19,255,322,29
TAC3,38,9,275,322,29
ULBP1,30,1,291,322,29
RCN3,46,17,259,322,29
BCL2L11,34,5,283,322,29
TPH2,31,2,289,322,29
DPEP2NB,30,1,291,322,29
ZNF596,31,2,289,322,29
GLYAT,32,3,287,322,29
IHH,28,0,294,322,28
SLC22A18AS,35,7,280,322,28
GUCA2A,39,11,272,322,28
VWA7,30,2,290,322,28
CTRB2,37,9,276,322,28
MCF2,28,0,294,322,28
MCU,30,2,290,322,28
SEPTIN12,45,17,260,322,28
CT45A8,38,10,274,322,28
CT45A10,41,13,268,322,28
MUC20,30,2,290,322,28
SYCP3,35,7,280,322,28
FABP3,32,4,286,322,28
CD74,38,10,274,322,28
RGPD6,65,37,220,322,28
MLKL,31,3,288,322,28
MAGEB3,31,3,288,322,28
ANKRD37,40,12,270,322,28
L3MBTL3,31,3,288,322,28
ZDHHC11,33,5,284,322,28
ATP6V1FNB,30,2,290,322,28
KIF5A,41,13,268,322,28
CRIP2,35,7,280,322,28
SESN2,39,11,272,322,28
MSH4,29,1,292,322,28
WDR38,35,7,280,322,28
PTPN6,33,5,284,322,28
LCK,33,5,284,322,28
TRIM69,29,1,292,322,28
EFCAB13,40,12,270,322,28
TMEM235,28,0,294,322,28
KRTAP12-2,29,1,292,322,28
KCNH3,33,5,284,322,28
CXCL8,48,20,254,322,28
ZNF560,28,0,294,322,28
MZB1,40,12,270,322,28
CHRNA7,42,14,266,322,28
GALNT9,32,4,286,322,28
GTF2A1L,40,12,270,322,28
USP17L2,30,2,290,322,28
TAS2R9,31,3,288,322,28
BTK,29,1,292,322,28
CNKSR1,30,2,290,322,28
HIC1,33,5,284,322,28
HSD17B3,35,7,280,322,28
ESAM,34,6,282,322,28
HP,37,10,275,322,27
EFCAB7,29,2,291,322,27
FOXD4,32,5,285,322,27
GPR50,27,0,295,322,27
SAMD11,38,11,273,322,27
SORD,28,1,293,322,27
HYPK,31,4,287,322,27
SAMD14,30,3,289,322,27
UTP14C,41,14,267,322,27
MTRNR2L11,29,2,291,322,27
FAM53A,30,3,289,322,27
ICAM4,36,9,277,322,27
PTGES3,29,2,291,322,27
BAAT,29,2,291,322,27
TAS2R5,32,5,285,322,27
FAM83E,30,3,289,322,27
INO80B-WBP1,54,27,241,322,27
MAP1A,28,1,293,322,27
DMRTB1,29,2,291,322,27
PMVK,29,2,291,322,27
MKNK2,30,3,289,322,27
MT1H,40,13,269,322,27
TCP1,29,2,291,322,27
MYO10,28,1,293,322,27
MBOAT7,29,2,291,322,27
CLEC18A,46,19,257,322,27
CHADL,36,9,277,322,27
CHRNA3,34,7,281,322,27
FMR1NB,29,2,291,322,27
LRIF1,27,0,295,322,27
ABHD16B,34,7,281,322,27
VAMP8,38,11,273,322,27
GPRC5D,44,17,261,322,27
FAM25A,59,32,231,322,27
MITF,29,3,290,322,26
S100A7,30,4,288,322,26
IGHG2,27,1,294,322,26
NPIPB6,50,24,248,322,26
ZMAT5,30,4,288,322,26
C17orf64,39,13,270,322,26
ADRA2B,26,0,296,322,26
MEGF10,27,1,294,322,26
SOX4,27,1,294,322,26
SAG,33,7,282,322,26
NUTM2E,32,6,284,322,26
MEP1B,26,0,296,322,26
SPDYE1,34,8,280,322,26
ABCB4,33,7,282,322,26
ATP2C1,28,2,292,322,26
SCHIP1,36,10,276,322,26
SIRT4,30,4,288,322,26
GNRH2,47,21,254,322,26
ZCCHC12,34,8,280,322,26
DNHD1,26,0,296,322,26
GPN1,26,0,296,322,26
DPPA5,29,3,290,322,26
AQP8,26,0,296,322,26
RHOB,27,1,294,322,26
GRHL1,30,4,288,322,26
BCO2,30,4,288,322,26
KSR1,31,5,286,322,26
CELF2,26,0,296,322,26
HSPA4,27,1,294,322,26
DUSP4,32,6,284,322,26
DUSP5,32,6,284,322,26
INIP,28,2,292,322,26
SCYGR3,31,5,286,322,26
FGF21,36,10,276,322,26
TTC23L,29,3,290,322,26
EDN2,32,7,283,322,25
NDRG1,36,11,275,322,25
TEX46,55,30,237,322,25
CT45A1,39,14,269,322,25
MCCD1,35,10,277,322,25
ZSCAN31,27,2,293,322,25
CLEC4A,36,11,275,322,25
MT3,35,10,277,322,25
MTHFD2L,26,1,295,322,25
IGHG3,26,1,295,322,25
LRP3,35,10,277,322,25
CCDC89,26,1,295,322,25
MTRNR2L10,31,6,285,322,25
ERRFI1,29,4,289,322,25
IFFO1,27,2,293,322,25
ADGRL2,25,0,297,322,25
H4C9,32,7,283,322,25
ACTL7B,28,3,291,322,25
P2RY8,26,1,295,322,25
BCL6B,31,6,285,322,25
MDGA1,36,11,275,322,25
NR2E1,25,0,297,322,25
STYK1,39,14,269,322,25
DUOXA1,29,4,289,322,25
BCL2L15,33,8,281,322,25
HLA-DQA1,43,18,261,322,25
ADAM32,33,8,281,322,25
MAFF,36,11,275,322,25
CGREF1,28,3,291,322,25
IGLV9-49,32,7,283,322,25
MLIP,34,9,279,322,25
ANKDD1B,32,7,283,322,25
MXRA8,26,1,295,322,25
C1QTNF4,32,7,283,322,25
GPR84,35,10,277,322,25
COPZ2,29,4,289,322,25
HIKESHI,25,1,296,322,24
NTN4,26,2,294,322,24
RND1,32,8,282,322,24
TM6SF2,28,4,290,322,24
BCL10,26,2,294,322,24
PITX2,27,3,292,322,24
GABRG2,36,12,274,322,24
NPR3,28,4,290,322,24
RANGAP1,28,4,290,322,24
NAALAD2,31,7,284,322,24
TENT4B,24,0,298,322,24
MT1G,53,29,240,322,24
NPPC,29,5,288,322,24
NECTIN4,25,1,296,322,24
KLK6,29,5,288,322,24
TPPP3,27,3,292,322,24
OR2B2,31,7,284,322,24
ITIH1,27,3,292,322,24
RBAK-RBAKDN,35,11,276,322,24
MYL4,37,13,272,322,24
UBE2F-SCLY,41,17,264,322,24
WNT11,36,12,274,322,24
ASB16,26,2,294,322,24
MSMB,35,11,276,322,24
CALCA,24,0,298,322,24
ICAM2,30,6,286,322,24
ANKRD1,28,4,290,322,24
SYCE3,50,26,246,322,24
EDN1,28,5,289,322,23
MEIG1,35,12,275,322,23
PRKD2,28,5,289,322,23
CSRP2,26,3,293,322,23
SQOR,26,3,293,322,23
CLDN22,29,6,287,322,23
ST14,23,0,299,322,23
SCGB3A2,39,16,267,322,23
RAB6B,24,1,297,322,23
HUNK,25,2,295,322,23
VCX3A,34,11,277,322,23
POU3F1,32,9,281,322,23
OSM,25,2,295,322,23
H4C4,43,20,259,322,23
ROPN1L,28,5,289,322,23
CENPV,24,1,297,322,23
ASB2,27,4,291,322,23
PMEPA1,30,7,285,322,23
APOC1,55,32,235,322,23
KCNK4,27,4,291,322,23
VIPAS39,24,1,297,322,23
DNAJB2,27,4,291,322,23
UCMA,25,2,295,322,23
VWA3A,35,12,275,322,23
MAF,26,3,293,322,23
TMPRSS13,23,0,299,322,23
C15orf62,26,3,293,322,23
TAS2R10,38,15,269,322,23
SLPI,30,7,285,322,23
NUDC,25,2,295,322,23
BNIPL,24,1,297,322,23
EOMES,25,2,295,322,23
RSPH14,39,16,267,322,23
SNAP23,26,3,293,322,23
HBZ,37,14,271,322,23
GPRC5B,27,4,291,322,23
RGPD5,36,13,273,322,23
OSR2,24,1,297,322,23
LGALS7B,35,12,275,322,23
IGLC1,47,24,251,322,23
SCG5,26,3,293,322,23
ZNF436,26,3,293,322,23
YPEL2,24,2,296,322,22
CYP2D6,30,8,284,322,22
CHST11,23,1,298,322,22
FGF8,35,13,274,322,22
KIF4B,22,0,300,322,22
CBSL,41,19,262,322,22
ZFP2,26,4,292,322,22
NPW,49,27,246,322,22
DNAH10,23,1,298,322,22
FUT3,28,6,288,322,22
SPOCK1,23,1,298,322,22
TAS2R7,27,5,290,322,22
B4GALNT3,26,4,292,322,22
IQUB,23,1,298,322,22
TAS2R60,22,0,300,322,22
DGKE,23,1,298,322,22
CLEC10A,22,0,300,322,22
RBM24,28,6,288,322,22
CYP27A1,27,5,290,322,22
HIPK4,23,1,298,322,22
KRTDAP,40,18,264,322,22
NKAPL,24,2,296,322,22
OPRD1,22,0,300,322,22
F2,24,2,296,322,22
TSPOAP1,24,2,296,322,22
COL6A2,24,2,296,322,22
ACTN3,26,4,292,322,22
CT45A9,36,14,272,322,22
C5AR1,27,5,290,322,22
DQX1,23,1,298,322,22
FAM71A,28,6,288,322,22
VMO1,38,16,268,322,22
HHATL,29,7,286,322,22
FAM183A,50,28,244,322,22
ELOA3CP,30,8,284,322,22
CLEC18C,41,19,262,322,22
CST6,32,10,280,322,22
H2AC19,34,12,276,322,22
C8orf89,45,23,254,322,22
CIART,32,10,280,322,22
GCNT4,23,1,298,322,22
GNA15,26,4,292,322,22
ARPC4-TTLL3,30,8,284,322,22
ADAP1,26,4,292,322,22
LHX4,23,1,298,322,22
WFIKKN2,23,1,298,322,22
FRG2,30,8,284,322,22
HVCN1,33,12,277,322,21
OR4F16,35,14,273,322,21
MST1R,26,5,291,322,21
RSPH6A,24,3,295,322,21
NLGN3,22,1,299,322,21
AMDHD1,25,4,293,322,21
GKAP1,21,0,301,322,21
IL13,28,7,287,322,21
CFAP94,28,7,287,322,21
PRX,28,7,287,322,21
SEMA4G,28,7,287,322,21
F13B,26,5,291,322,21
CDO1,23,2,297,322,21
ATRNL1,23,2,297,322,21
BANP,21,0,301,322,21
RAP1GAP,24,3,295,322,21
C2orf42,22,1,299,322,21
HSPB6,26,5,291,322,21
CSRNP1,25,4,293,322,21
GJC2,28,7,287,322,21
HOXC9,24,3,295,322,21
STMN4,23,2,297,322,21
FILIP1L,23,2,297,322,21
DBN1,24,3,295,322,21
PRKCH,30,9,283,322,21
CATSPER3,27,6,289,322,21
CP,24,3,295,322,21
ARMH2,29,8,285,322,21
GGT1,26,5,291,322,21
HOXA4,21,0,301,322,21
PRH1,45,24,253,322,21
ALDOC,25,4,293,322,21
TEKT2,23,2,297,322,21
TMCO2,30,9,283,322,21
TBC1D26,36,15,271,322,21
CASP1,32,11,279,322,21
RASGRP1,26,5,291,322,21
CGB8,33,12,277,322,21
CCDC166,23,2,297,322,21
GH1,26,5,291,322,21
ZNF473,23,2,297,322,21
CREB3L4,23,2,297,322,21
UBTFL1,26,5,291,322,21
TBC1D3I,53,32,237,322,21
FOXL3,22,1,299,322,21
SCYGR7,23,2,297,322,21
EGR4,25,4,293,322,21
SPEF1,24,3,295,322,21
CPLX3,24,3,295,322,21
IL5RA,24,3,295,322,21
GBP5,21,0,301,322,21
CLIC2,28,7,287,322,21
NMRK2,27,6,289,322,21
GGT5,31,10,281,322,21
