GOSlim GOA Accession(s)	GOSlim GOA Description	counts_up	counts_all	up_ratio	all_ratio	fold_enrichment
GO:0005886	plasma membrane	13.0	2276	0.004429301533219762	0.008802258576014231	0.50320057005476
GO:0009056	catabolic process	25.0	2146	0.008517887563884156	0.00829949336736667	1.0263141600156227
GO:0016301	kinase activity	9.0	2058	0.0030664395229982964	0.00795915999535909	0.38527175289682675
GO:0007154	cell communication	18.0	1730	0.006132879045996593	0.006690644699694473	0.916634991285167
GO:0042221	response to chemical	57.0	1726	0.019420783645655876	0.006675175000966856	2.9094044190366395
GO:0005215	transporter activity	11.0	1720	0.003747870528109029	0.00665197045287543	0.5634226060774138
GO:0007165	signal transduction	18.0	1640	0.006132879045996593	0.006342576478323085	0.9669381310508164
GO:0009536	plastid	21.0	1628	0.007155025553662692	0.006296167382140233	1.136409678999117
GO:0003723	RNA binding	11.0	1552	0.003747870528109029	0.006002243106315504	0.624411651065175
GO:0009507	chloroplast	21.0	1548	0.007155025553662692	0.005986773407587887	1.1951388613763323
GO:0005829	cytosol	30.0	1465	0.010221465076660987	0.0056657771589898286	1.8040711432574958
GO:0005975	carbohydrate metabolic process	15.0	1397	0.005110732538330494	0.005402792280620335	0.9459428149149003
GO:0140110	transcription regulator activity	21.0	1391	0.007155025553662692	0.005379587732528909	1.3300323202088873
GO:0048856	anatomical structure development	15.0	1282	0.005110732538330494	0.004958038442201338	1.030797279591354
GO:0003700	DNA-binding transcription factor activity	18.0	1245	0.006132879045996593	0.004814943728970878	1.2737176987336056
GO:0005739	mitochondrion	15.0	1184	0.005110732538330494	0.004579030823374715	1.1161166490169896
GO:0006629	lipid metabolic process	6.0	1165	0.0020442930153321977	0.004505549754418533	0.4537277639265634
GO:0007275	multicellular organism development	14.0	1070	0.004770017035775128	0.004138144409637622	1.1526946775143692
GO:0005794	Golgi apparatus	3.0	994	0.0010221465076660989	0.003844220133812894	0.26589177312597906
GO:0005783	endoplasmic reticulum	34.0	986	0.011584327086882453	0.0038132807363576594	3.0378899136462434
GO:0006412	translation	3.0	923	0.0010221465076660989	0.003569632981397687	0.2863449864433621
GO:0009628	response to abiotic stimulus	57.0	911	0.019420783645655876	0.0035232238852148353	5.512219568888299
GO:0009719	response to endogenous stimulus	19.0	867	0.006473594548551959	0.0033530571992110452	1.9306543741857902
GO:0009605	response to external stimulus	9.0	853	0.0030664395229982964	0.0032989132536643847	0.9295302080441612
GO:0005576	extracellular region	10.0	848	0.0034071550255536627	0.003279576130254863	1.0389010317893994
GO:0009607	response to biotic stimulus	8.0	694	0.00272572402044293	0.002683992729241598	1.0155482132073896
GO:0000003	reproduction	11.0	677	0.003747870528109029	0.0026182465096492246	1.4314429578333112
GO:0006091	generation of precursor metabolites and energy	12.0	609	0.0040885860306643955	0.0023552616312797307	1.7359370935121392
GO:0065009	regulation of molecular function	11.0	601	0.003747870528109029	0.0023243222338244964	1.612457375130036
GO:0005198	structural molecule activity	2.0	599	0.0006814310051107325	0.002316587384460688	0.2941529465634092
GO:0006259	DNA metabolic process	4.0	596	0.001362862010221465	0.0023049851104149748	0.5912671644009466
GO:0009791	post-embryonic development	9.0	587	0.0030664395229982964	0.002270178288277836	1.3507483261697946
GO:0007049	cell cycle	4.0	565	0.001362862010221465	0.0021850949452759407	0.6237083716512641
GO:0030234	enzyme regulator activity	10.0	494	0.0034071550255536627	0.001910507792860734	1.7833766699542726
GO:0005840	ribosome	1.0	474	0.00034071550255536625	0.0018331592992226475	0.18586246307118368
GO:0005773	vacuole	11.0	469	0.003747870528109029	0.001813822175813126	2.066283331456613
GO:0030246	carbohydrate binding	6.0	413	0.0020442930153321977	0.0015972463936264841	1.2798858231826789
GO:0009579	thylakoid	5.0	397	0.0017035775127768314	0.001535367598716015	1.1095567694677715
GO:0038023	signaling receptor activity	0.0	380	0.0	0.0014696213791236415	0.0
GO:0005654	nucleoplasm	3.0	374	0.0010221465076660989	0.0014464168310322155	0.7066749264364257
GO:0030312	external encapsulating structure	0.0	373	0.0	0.0014425494063503113	0.0
GO:0005618	cell wall	0.0	365	0.0	0.0014116100088950767	0.0
GO:0008289	lipid binding	7.0	357	0.002385008517887564	0.0013806706114398422	1.7274275979557072
GO:0005768	endosome	0.0	326	0.0	0.0012607804463008083	0.0
GO:0009416	response to light stimulus	5.0	322	0.0017035775127768314	0.001245310747573191	1.3679939052133705
GO:0005856	cytoskeleton	1.0	316	0.00034071550255536625	0.001222106199481765	0.2787936946067755
GO:0019725	cellular homeostasis	9.0	310	0.0030664395229982964	0.001198901651390339	2.5577073143924824
GO:0030154	cell differentiation	1.0	308	0.00034071550255536625	0.0011911668020265305	0.28603508927188653
GO:0004518	nuclease activity	0.0	283	0.0	0.0010944811849789226	0.0
GO:0005730	nucleolus	1.0	282	0.00034071550255536625	0.0010906137602970183	0.31240711877922356
GO:0019748	secondary metabolic process	3.0	276	0.0010221465076660989	0.0010674092122055924	0.9575957336493593
GO:0015979	photosynthesis	7.0	249	0.002385008517887564	0.0009629887457941757	2.476673303093122
GO:0009908	flower development	4.0	237	0.001362862010221465	0.0009165796496113238	1.4868997045694694
GO:0045182	translation regulator activity	1.0	205	0.00034071550255536625	0.0007928220597903856	0.4297502804670295
GO:0040007	growth	1.0	202	0.00034071550255536625	0.0007812197857446727	0.43613271037495566
GO:0008135	translation factor activity, RNA binding	1.0	187	0.00034071550255536625	0.0007232084155161078	0.47111661762428375
GO:0003682	chromatin binding	0.0	176	0.0	0.0006806667440151603	0.0
GO:0005777	peroxisome	2.0	144	0.0006814310051107325	0.000556909154194222	1.223594548551959
GO:0005635	nuclear envelope	0.0	111	0.0	0.0004292841396913795	0.0
GO:0009790	embryo development	3.0	110	0.0010221465076660989	0.0004254167150094752	2.402694749883847
GO:0016049	cell growth	1.0	95	0.00034071550255536625	0.0003674053447809104	0.9273558683762216
GO:0003774	cytoskeletal motor activity	0.0	84	0.0	0.00032486367327996287	0.0
GO:0008219	cell death	5.0	72	0.0017035775127768314	0.000278454577097111	6.117972742759796
GO:0009606	tropism	0.0	62	0.0	0.00023978033027806785	0.0
GO:0040029	epigenetic regulation of gene expression	0.0	59	0.0	0.00022817805623235487	0.0
GO:0009856	pollination	1.0	54	0.00034071550255536625	0.00020884093282283329	1.6314593980692786
GO:0005764	lysosome	0.0	53	0.0	0.00020497350814092894	0.0
GO:0007623	circadian rhythm	0.0	49	0.0	0.00018950380941331168	0.0
GO:0005102	signaling receptor binding	0.0	47	0.0	0.00018176896004950304	0.0
GO:0007267	cell-cell signaling	0.0	13	0.0	5.0276520864756156e-05	0.0
GO:0009838	abscission	0.0	10	0.0	3.86742468190432e-05	0.0
GO:0019825	oxygen binding	0.0	6	0.0	2.320454809142592e-05	0.0
GO:0009835	fruit ripening	0.0	2	0.0	7.73484936380864e-06	0.0
