GOSlim GOA Accession(s)	GOSlim GOA Description	counts_up	counts_all	up_ratio	all_ratio	fold_enrichment
GO:0009908	flower development	3.0	207	0.007712082262210797	0.008762646573254878	0.880108788793264
GO:0015979	photosynthesis	6.0	200	0.015424164524421594	0.008466325191550607	1.8218251928020566
GO:0040007	growth	1.0	185	0.002570694087403599	0.007831350802184311	0.32825679149586606
GO:0045182	translation regulator activity	1.0	156	0.002570694087403599	0.006603733649409474	0.38927888735086674
GO:0003682	chromatin binding	0.0	152	0.0	0.006434407145578461	0.0
GO:0008135	translation factor activity, RNA binding	1.0	141	0.002570694087403599	0.0059687592600431785	0.43069153494138446
GO:0005777	peroxisome	2.0	118	0.005141388174807198	0.004995131863014858	1.0292797699446647
GO:0009790	embryo development	3.0	101	0.007712082262210797	0.004275494221733057	1.8037873196059966
GO:0005635	nuclear envelope	0.0	93	0.0	0.0039368412140710326	0.0
GO:0016049	cell growth	1.0	87	0.002570694087403599	0.003682851458324514	0.69801731524983
GO:0003774	cytoskeletal motor activity	0.0	70	0.0	0.0029632138170427127	0.0
GO:0008219	cell death	3.0	61	0.007712082262210797	0.0025822291834229354	2.986598676724683
GO:0009606	tropism	0.0	57	0.0	0.0024129026795919233	0.0
GO:0040029	epigenetic regulation of gene expression	0.0	52	0.0	0.002201244549803158	0.0
GO:0005764	lysosome	0.0	51	0.0	0.002158912923845405	0.0
GO:0005102	signaling receptor binding	0.0	46	0.0	0.0019472547940566397	0.0
GO:0009856	pollination	1.0	46	0.002570694087403599	0.0019472547940566397	1.320163183189896
GO:0007623	circadian rhythm	0.0	38	0.0	0.0016086017863946153	0.0
GO:0007267	cell-cell signaling	0.0	12	0.0	0.0005079795114930365	0.0
GO:0009838	abscission	0.0	10	0.0	0.0004233162595775304	0.0
GO:0019825	oxygen binding	0.0	6	0.0	0.00025398975574651825	0.0
GO:0009835	fruit ripening	0.0	2	0.0	8.466325191550607e-05	0.0
