GOSlim GOA Accession(s)	GOSlim GOA Description	counts_up	counts_all	up_ratio	all_ratio	fold_enrichment
GO:0005730	nucleolus	13.0	2197	0.065	0.08697889861039629	0.7473076923076923
GO:0012501	programmed cell death	26.0	2179	0.13	0.08626628132546815	1.5069619091326296
GO:0005694	chromosome	21.0	2027	0.105	0.0802486242527416	1.3084336457819437
GO:0060089	molecular transducer activity	11.0	1978	0.055	0.07830872164377053	0.7023483316481295
GO:0140110	transcription regulator activity	22.0	1859	0.11	0.07359752959341224	1.4946153846153847
GO:0005794	Golgi apparatus	13.0	1839	0.065	0.07280573261015875	0.8927868406742795
GO:0005739	mitochondrion	20.0	1827	0.1	0.07233065442020666	1.3825396825396827
GO:0048870	cell motility	22.0	1791	0.11	0.07090541985035037	1.551362367392518
GO:0007155	cell adhesion	20.0	1749	0.1	0.06924264618551804	1.4441966838193254
GO:0050877	nervous system process	12.0	1735	0.06	0.06868838829724058	0.8735100864553315
GO:0055085	transmembrane transport	15.0	1701	0.075	0.06734233342570965	1.1137125220458552
GO:0016192	vesicle-mediated transport	12.0	1694	0.06	0.06706520448157093	0.8946517119244392
GO:0007010	cytoskeleton organization	15.0	1595	0.075	0.06314580941446613	1.1877272727272727
GO:0022414	reproductive process	26.0	1582	0.13	0.06263114137535136	2.075644753476612
GO:0006629	lipid metabolic process	17.0	1533	0.085	0.0606912387663803	1.4005316373124592
GO:0098542	defense response to other organism	17.0	1433	0.085	0.05673225385011283	1.4982658757850664
GO:0005215	transporter activity	8.0	1361	0.04	0.053881784710400255	0.7423659074210139
GO:0005768	endosome	9.0	1242	0.045	0.049170592660041965	0.9151811594202899
GO:0005198	structural molecule activity	6.0	1227	0.03	0.04857674492260185	0.6175794621026894
GO:0006886	intracellular protein transport	12.0	1222	0.06	0.048378795676788475	1.2402127659574467
GO:1901135	carbohydrate derivative metabolic process	7.0	1188	0.035	0.04703274080525753	0.744162457912458
GO:0030163	protein catabolic process	10.0	1154	0.05	0.045686685933726594	1.0944107452339689
GO:0008092	cytoskeletal protein binding	11.0	1044	0.055	0.04133180252583238	1.3306944444444444
GO:0005773	vacuole	4.0	991	0.02	0.039233540520210615	0.5097679112008073
GO:0000278	mitotic cell cycle	9.0	987	0.045	0.03907518112355992	1.151626139817629
GO:0006954	inflammatory response	12.0	920	0.06	0.036422661229660716	1.6473260869565216
GO:0005815	microtubule organizing center	7.0	908	0.035	0.03594758303970862	0.9736398678414099
GO:0005764	lysosome	4.0	887	0.02	0.03511619620729245	0.5695377677564826
GO:0008289	lipid binding	7.0	873	0.035	0.034561938319015	1.0126746849942727
GO:0061024	membrane organization	6.0	861	0.03	0.03408686012906291	0.8801045296167247
GO:0006325	chromatin organization	6.0	861	0.03	0.03408686012906291	0.8801045296167247
GO:0016491	oxidoreductase activity	9.0	823	0.045	0.03258244586088127	1.381111786148238
GO:0034330	cell junction organization	6.0	791	0.03	0.03131557068767568	0.9579898862199746
GO:0005929	cilium	9.0	768	0.045	0.030405004156934163	1.48001953125
GO:0055086	nucleobase-containing small molecule metabolic process	3.0	723	0.015	0.0286234609446138	0.524045643153527
GO:0031047	gene silencing by RNA	1.0	707	0.005	0.027990023358011006	0.17863507779349364
GO:0140657	ATP-dependent activity	8.0	660	0.04	0.026129300447365295	1.530848484848485
GO:0006281	DNA repair	2.0	660	0.01	0.026129300447365295	0.3827121212121212
GO:0060090	molecular adaptor activity	8.0	640	0.04	0.025337503464111802	1.5786875
GO:0005975	carbohydrate metabolic process	7.0	613	0.035	0.024268577536719585	1.442194127243067
GO:0003013	circulatory system process	10.0	609	0.05	0.024110218140068886	2.073809523809524
GO:0006914	autophagy	8.0	605	0.04	0.023951858743418188	1.67001652892562
GO:0005840	ribosome	1.0	601	0.005	0.02379349934676749	0.2101414309484193
GO:0007005	mitochondrion organization	7.0	594	0.035	0.023516370402628765	1.488324915824916
GO:0048018	receptor ligand activity	12.0	589	0.06	0.023318421156815393	2.5730730050933786
GO:0030312	external encapsulating structure	8.0	583	0.04	0.023080882061839343	1.7330360205831905
GO:0031012	extracellular matrix	8.0	582	0.04	0.02304129221267667	1.7360137457044673
GO:0005635	nuclear envelope	5.0	544	0.025	0.02153687794449503	1.1607996323529413
GO:0006091	generation of precursor metabolites and energy	5.0	541	0.025	0.02141810839700701	1.1672365988909428
GO:0055065	metal ion homeostasis	0.0	532	0.0	0.021061799754542934	0.0
GO:0140098	catalytic activity, acting on RNA	3.0	482	0.015	0.0190823072964092	0.7860684647302905
GO:0042060	wound healing	5.0	459	0.025	0.018171740765667684	1.3757625272331155
GO:0007018	microtubule-based movement	11.0	439	0.055	0.017379943782414187	3.164567198177677
GO:0003012	muscle system process	7.0	433	0.035	0.01714240468743814	2.0417205542725174
GO:0044782	cilium organization	2.0	416	0.01	0.016469377251672673	0.6071875
GO:0007059	chromosome segregation	3.0	399	0.015	0.0157963498159072	0.9495864661654135
GO:0051604	protein maturation	5.0	362	0.025	0.014331525396888237	1.7444060773480665
GO:0003924	GTPase activity	5.0	360	0.025	0.014252345698562888	1.7540972222222224
GO:0042254	ribosome biogenesis	1.0	357	0.005	0.014133576151074865	0.35376750700280113
GO:0006310	DNA recombination	4.0	356	0.02	0.014093986301912189	1.4190449438202248
GO:0006913	nucleocytoplasmic transport	5.0	352	0.025	0.01393562690526149	1.7939630681818184
GO:0006790	sulfur compound metabolic process	2.0	352	0.01	0.01393562690526149	0.7175852272727273
GO:0030198	extracellular matrix organization	4.0	350	0.02	0.013856447206936141	1.4433714285714287
GO:0140014	mitotic nuclear division	5.0	348	0.025	0.013777267508610792	1.8145833333333334
GO:0006520	cellular amino acid metabolic process	3.0	332	0.015	0.013143829922007997	1.1412198795180724
GO:0072659	protein localization to plasma membrane	1.0	305	0.005	0.01207490399461578	0.4140819672131148
GO:0006260	DNA replication	2.0	303	0.01	0.01199572429629043	0.8336303630363037
GO:0140097	catalytic activity, acting on DNA	0.0	264	0.0	0.010451720178946118	0.0
GO:0042393	histone binding	1.0	249	0.005	0.009857872441505999	0.5072088353413654
GO:0000228	nuclear chromosome	1.0	247	0.005	0.00977869274318065	0.5113157894736842
GO:0006457	protein folding	20.0	240	0.1	0.009501563799041926	10.524583333333334
GO:0006486	protein glycosylation	2.0	240	0.01	0.009501563799041926	1.0524583333333333
GO:0007163	establishment or maintenance of cell polarity	3.0	238	0.015	0.009422384100716576	1.591953781512605
GO:0006399	tRNA metabolic process	0.0	237	0.0	0.0093827942515539	0.0
GO:0016829	lyase activity	2.0	220	0.01	0.008709766815788432	1.1481363636363635
GO:0032200	telomere organization	3.0	213	0.015	0.008432637871649709	1.7788028169014085
GO:0140013	meiotic nuclear division	3.0	211	0.015	0.00835345817332436	1.7956635071090048
GO:0016874	ligase activity	0.0	198	0.0	0.007838790134209588	0.0
GO:0045182	translation regulator activity	1.0	195	0.005	0.007720020586721565	0.6476666666666666
GO:0000910	cytokinesis	0.0	195	0.0	0.007720020586721565	0.0
GO:0006575	cellular modified amino acid metabolic process	0.0	185	0.0	0.007324122095094818	0.0
GO:0016853	isomerase activity	3.0	183	0.015	0.007244942396769469	2.0704098360655734
GO:0002181	cytoplasmic translation	0.0	179	0.0	0.007086583000118769	0.0
GO:0140053	mitochondrial gene expression	1.0	174	0.005	0.006888633754305396	0.7258333333333333
GO:0005777	peroxisome	1.0	154	0.005	0.0060968367710519025	0.8200974025974026
GO:0098754	detoxification	2.0	137	0.01	0.005423809335286432	1.8437226277372265
GO:0003774	cytoskeletal motor activity	0.0	128	0.0	0.00506750069282236	0.0
GO:0003014	renal system process	3.0	127	0.015	0.0050279108436596855	2.9833464566929133
GO:0006766	vitamin metabolic process	2.0	118	0.01	0.0046716022011956135	2.140593220338983
GO:0005811	lipid droplet	0.0	109	0.0	0.0043152935587315415	0.0
GO:0007040	lysosome organization	0.0	108	0.0	0.004275703709568867	0.0
GO:0022600	digestive system process	1.0	104	0.005	0.004117344312918168	1.214375
GO:0140104	molecular carrier activity	4.0	101	0.02	0.003998574765430143	5.001782178217822
GO:0038024	cargo receptor activity	0.0	98	0.0	0.0038798052179421197	0.0
GO:0050886	endocrine process	1.0	96	0.005	0.0038006255196167704	1.3155729166666668
GO:0001618	virus receptor activity	5.0	94	0.025	0.003721445821291421	6.7178191489361705
GO:0016209	antioxidant activity	2.0	93	0.01	0.0036818559721287464	2.716021505376344
GO:0044183	protein folding chaperone	11.0	75	0.055	0.002969238687200602	18.523266666666665
GO:0098631	cell adhesion mediator activity	0.0	72	0.0	0.002850469139712578	0.0
GO:0140223	general transcription initiation factor activity	0.0	61	0.0	0.002414980798923156	0.0
GO:0016073	snRNA metabolic process	1.0	59	0.005	0.0023358011005978068	2.140593220338983
GO:0140299	small molecule sensor activity	0.0	50	0.0	0.0019794924581337343	0.0
GO:0003016	respiratory system process	0.0	41	0.0	0.0016231838156696623	0.0
GO:0007031	peroxisome organization	0.0	40	0.0	0.0015835939665069876	0.0
GO:0140313	molecular sequestering activity	0.0	38	0.0	0.0015044142681816383	0.0
GO:0009975	cyclase activity	1.0	23	0.005	0.0009105665307415179	5.491086956521739
GO:0071941	nitrogen cycle metabolic process	0.0	13	0.0	0.000514668039114771	0.0
GO:0031386	protein tag	2.0	13	0.01	0.000514668039114771	19.43
GO:0120274	virus coreceptor activity	0.0	1	0.0	3.958984916267469e-05	0.0
GO:0007568	aging	0.0	1	0.0	3.958984916267469e-05	0.0
GO:0071554	cell wall organization or biogenesis	0.0	1	0.0	3.958984916267469e-05	0.0
