GeneName	up5	dn5	unchange5	all	HN5
Gdf1	15	32	195	242	-17
Kpna2	8	25	209	242	-17
Btbd8	0	17	225	242	-17
Exo5	3	20	219	242	-17
Apoa2	17	34	191	242	-17
Ifnz	5	22	215	242	-17
9130019O22Rik	1	18	223	242	-17
Ttc39a	1	18	223	242	-17
Lipt2	6	23	213	242	-17
Pet117	22	39	181	242	-17
Mtg1	5	22	215	242	-17
Zfp72	3	20	219	242	-17
Zfp974	4	21	217	242	-17
Haus1	2	19	221	242	-17
Iqce	3	20	219	242	-17
mt-Nd4l	6	23	213	242	-17
Rwdd3	5	22	215	242	-17
Gm10799	9	26	207	242	-17
Cbx2	0	17	225	242	-17
Smpd5	4	21	217	242	-17
Sema4c	1	18	223	242	-17
Pagr1a	26	43	173	242	-17
Tipin	4	21	217	242	-17
Fam24a	7	25	210	242	-18
Gm3604	3	21	218	242	-18
Tcea2	2	20	220	242	-18
Gm3055	13	31	198	242	-18
Gm5861	2	20	220	242	-18
Gm42674	17	35	190	242	-18
Il18	2	20	220	242	-18
Fancd2os	3	21	218	242	-18
Gm49320	1	19	222	242	-18
Pttg1	5	23	214	242	-18
Pttg1ip2	9	27	206	242	-18
Gm3005	7	25	210	242	-18
1190005I06Rik	1	19	222	242	-18
Ypel4	1	19	222	242	-18
Gm45799	19	37	186	242	-18
Zpbp2	1	19	222	242	-18
Tex38	7	25	210	242	-18
Gm20538	21	39	182	242	-18
Hoatz	2	20	220	242	-18
Slc25a4	5	23	214	242	-18
Zfp39	1	19	222	242	-18
Haspin	1	19	222	242	-18
Trmt5	3	21	218	242	-18
Zfp973	5	23	214	242	-18
Zfp111	0	18	224	242	-18
a	7	25	210	242	-18
Ccdc62	1	19	222	242	-18
H2bu2	9	27	206	242	-18
Cort	9	27	206	242	-18
4930550C14Rik	4	22	216	242	-18
Gm20479	30	48	164	242	-18
Homez	5	23	214	242	-18
Gm3893	7	26	209	242	-19
Myl10	3	22	217	242	-19
Pimreg	5	24	213	242	-19
Spag5	1	20	221	242	-19
Gm42420	27	46	169	242	-19
Nanp	3	22	217	242	-19
Evi2a	8	27	207	242	-19
4632433K11Rik	4	23	215	242	-19
Gm10203	19	38	185	242	-19
Gm3667	4	23	215	242	-19
Yipf6	3	22	217	242	-19
G530012D18Rik	22	41	179	242	-19
Etfbl	16	35	191	242	-19
Gng13	12	31	199	242	-19
Adam32	11	30	201	242	-19
Brme1	0	19	223	242	-19
Gpr183	2	21	219	242	-19
Dscc1	0	19	223	242	-19
Lrwd1	6	25	211	242	-19
Tmem249	8	27	207	242	-19
Zbtb3	1	20	221	242	-19
Spag8	5	25	212	242	-20
Cdkn3	9	29	204	242	-20
Cdc25c	3	23	216	242	-20
Gm49527	20	40	182	242	-20
Troap	3	23	216	242	-20
Espl1	2	22	218	242	-20
Pjvk	5	25	212	242	-20
Gpr162	0	20	222	242	-20
Fignl1	1	21	220	242	-20
Iqgap3	0	20	222	242	-20
Enkur	2	22	218	242	-20
H2ac11	16	36	190	242	-20
Gm7324	16	36	190	242	-20
Tgfbr3l	7	27	208	242	-20
Zfp85	3	24	215	242	-21
Spats1	4	25	213	242	-21
Car11	18	39	185	242	-21
Tmsb15b2	28	49	165	242	-21
Ska1	3	24	215	242	-21
Trbc2	10	31	201	242	-21
Nkx6-2	4	25	213	242	-21
Gys2	11	32	199	242	-21
Cdca3	7	28	207	242	-21
Mfsd6l	2	24	216	242	-22
Glce	4	26	212	242	-22
Morn3	9	31	202	242	-22
Hepacam2	3	25	214	242	-22
Gm3411	3	25	214	242	-22
Neil3	2	24	216	242	-22
Trav13-2	8	31	203	242	-23
Gm2237	7	30	205	242	-23
Bcl2a1a	6	29	207	242	-23
Npb	14	37	191	242	-23
Efna4	0	23	219	242	-23
Shcbp1	4	27	211	242	-23
Gm614	1	25	216	242	-24
C1ql4	0	24	218	242	-24
Pfkfb1	4	28	210	242	-24
Gm50364	12	36	194	242	-24
Tyw3	3	27	212	242	-24
Ccnb1	2	26	214	242	-24
Chst12	2	26	214	242	-24
Zfp784	3	27	212	242	-24
Lkaaear1	4	29	209	242	-25
1700029I15Rik	16	41	185	242	-25
Gm3636	2	28	212	242	-26
Hdhd3	4	30	208	242	-26
Gm3468	8	34	200	242	-26
Ssmem1	5	31	206	242	-26
Gm32687	16	42	184	242	-26
Efcab8	3	29	210	242	-26
Wfdc21	13	40	189	242	-27
Dnah14	14	42	186	242	-28
Gm15013	8	36	198	242	-28
Gm45785	5	33	204	242	-28
1700109H08Rik	16	45	181	242	-29
Il4i1	7	37	198	242	-30
Tmem89	8	39	195	242	-31
Spata45	18	49	175	242	-31
Fam24b	14	47	181	242	-33
1700028K03Rik	4	39	199	242	-35
